name,gmap_id,latitude,longitude,stars,review_count,hours_Monday,hours_Tuesday,hours_Wednesday,hours_Thursday,hours_Friday,hours_Saturday,hours_Sunday,city,ZIP Code
Italian Village Pizza Ridge road,0x8834fb8dc1c5a5fd:0x7e8599ff7eae0f51,40.2899539,-79.9818445,4.4,68,Closed,11:00–20:00,11:00–20:00,11:00–20:00,11:00–21:00,11:00–21:00,00:00–19:00,South Park Township,15129
Bruno Scipioni's Italian Ristorante & Pizzeria,0x89c46ab5da6b503b:0x6307b1e7a199c189,40.6639639,-75.31965,4.5,368,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–22:00,11:00–22:00,11:00–20:00,Bethlehem,18020
Tredici Italian Market,0x89c69520dffd8ecb:0xf43aec1459ba9689,40.044154,-75.385155,4.9,114,10:00–15:00,10:00–15:00,10:00–15:00,10:00–15:00,10:00–15:00,Closed,Closed,Wayne,19087
Capri Pizza Westmont,0x89cb16e96d1d5507:0x66011b608f06b898,40.3233093,-78.9581005,4.2,152,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,10:00–22:00,10:00–22:00,11:00–21:00,Johnstown,15905
Trevi 5 at The Hotel Hershey,0x89c8bb23e425e30d:0x72fd199aea89b6a,40.2996622,-76.6600531,4.4,134,Closed,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–9:30PM,11:30AM–9:30PM,Closed,Hershey,17033
Fourno Pizza & Grill,0x89c6c130ac4e2277:0x790eadadbdc01201,39.949270999999996,-75.30787099999999,4.5,178,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–23:00,11:00–21:00,Drexel Hill,19026
Carini's Pizza Restaurant,0x89c5944fcb76be0b:0x674a621c558be7ea,40.813078999999995,-76.14086,3.8,185,Closed,Closed,11:00–21:00,11:00–21:00,11AM–9:30PM,11AM–9:30PM,00:00–21:00,Mahanoy City,17948
Nobile's Italian Restaurant,0x8834d9f390c2323d:0x77f3971ac6d96f8a,40.2393417,-79.5791854,4.4,135,Closed,16:00–21:00,16:00–21:00,16:00–21:00,16:00–21:00,16:00–21:00,Closed,Youngwood,15697
Little Italy Pizza,0x89c6c620da1f2a2d:0x57cace9dba7e0b40,39.9428416,-75.1572058,4.2,217,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:00–22:00,Philadelphia,19147
Walt's Pizza & Grille,0x89c6c3d48f9b482b:0x245145fb2e718d87,39.931883899999995,-75.2913531,4.1,234,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,00:00–21:00,Clifton Heights,19018
La Rustica Trattoria,0x89c4cb128aa48ae1:0xdc2f0daba78452d8,41.5881839,-75.4084276,4.3,67,Closed,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,00:00–21:00,Waymart,18472
Alfred's Victorian,0x89c8bdfef90adfed:0x34e921030623bd34,40.195658,-76.7306073,4.2,138,Closed,Closed,Closed,Closed,4:30–9PM,4:30–9PM,Closed,Middletown,17057
Sbarro,0x8834ebd965a215ab:0x7b675b99d7fc1e7c,40.4295192,-79.7947472,3.9,48,11:00–19:00,11:00–19:00,11:00–19:00,11:00–19:00,11:00–20:00,11:00–20:00,00:00–18:00,Monroeville,15146
Ristorante Denicola,0x89c6ac7e796a94f3:0x746a59b82821dc79,40.2164125,-75.0165863,4.5,165,Closed,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11AM–10:30PM,11AM–10:30PM,11AM–9:30PM,Richboro,18954
Pie In the Sky,0x89c63b2c12f3a92f:0xfeb733d1b5decaed,40.022867999999995,-76.266543,4.7,238,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11AM–10:30PM,11AM–10:30PM,11AM–9:30PM,Lancaster,17602
Sal's Original Italian Pizza,0x89cb8dfc2df63c75:0x931f3425fd93cc5a,40.538787,-78.381183,4.7,98,16:00–21:00,16:00–21:00,16:00–21:00,16:00–21:00,16:00–21:00,16:00–21:00,Closed,Altoona,16601
Villa Nova West,0x89c6269262aef093:0x18719fd3bc28d2d5,40.0416034,-76.38393049999999,4.0,338,11:00–02:00,11:00–02:00,11:00–02:00,11:00–02:00,11:00–02:00,11:00–02:00,12:00–02:00,Lancaster,17603
Garlic Knot,0x89c5a87f2e81bc63:0xacd8503c01c1b8c6,41.014641,-75.897472,4.1,198,15:00–21:00,15:00–21:00,15:00–21:00,15:00–21:00,11:00–21:00,15:00–21:00,Closed,Freeland,18224
Hubcaps Pizza,0x89cb8224210297c9:0x6f154ca82699dd69,40.6325947,-78.6268544,4.5,158,Closed,Closed,Closed,11:00–21:00,11:00–22:00,11:00–22:00,13:00–21:00,Patton,16668
Tre Ragazzi,0x89cb9e97f59de567:0x1636751fd3a32264,40.4634711,-78.5900638,4.4,128,11AM–8:30PM,11AM–8:30PM,11AM–8:30PM,11AM–8:30PM,11AM–8:30PM,11AM–8:30PM,11AM–8:30PM,Cresson,16630
J & S Pizza II And Italian Restaurant,0x89c5e29e5fb2a85f:0x9591fbe9c7d5da86,40.4884376,-76.24605559999999,4.5,413,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,11:00–21:00,Bethel,19507
Pizza Peddler,0x89c6f0f7692a176f:0x4642348ebd2dc830,39.9212756,-75.57587079999999,4.3,168,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–21:00,11:00–21:00,11:00–20:00,West Chester,19382
Capri Pizza & Restaurant,0x89cb11480114b607:0xbb7a2bd06e0592d,40.324976299999996,-78.91777259999999,3.9,118,09:00–15:00,09:00–15:00,09:00–15:00,09:00–15:00,09:00–15:00,Closed,Closed,Johnstown,15901
Sabatino's Pizzeria Grill And Restaurant,0x89c6f18b2d1009ab:0xe42008857a465721,39.9661374,-75.5503633,4.4,145,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,10:00–22:00,11:00–22:00,00:00–21:00,West Chester,19382
Pasquale's Pizzeria,0x8834eb68db4f606b:0xc4b570a1ff960a63,40.4846534,-79.8158856,4.2,198,11AM–10:30PM,11AM–10:30PM,11AM–10:30PM,11AM–10:30PM,11AM–11:30PM,11AM–11:30PM,11AM–10:30PM,Penn Hills,15235
DiSalvo's Lounge,0x89cfa6172d8bd7b7:0x55eba75c352824cf,41.245137,-76.99655899999999,4.8,46,Closed,Closed,Closed,Closed,17:00–22:00,17:00–22:00,Closed,Williamsport,17701
Original Italian Pizza and Restaurant,0x89cfa6a85269e399:0x97fa433a98ef39d8,41.2497963,-76.9270761,4.2,166,Closed,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,Montoursville,17754
Bart's Pizzeria,0x89cfa89e1825bda5:0xc9f86b5953d5dcfc,41.2381819,-77.0116611,4.6,238,Closed,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,15:00–20:00,Williamsport,17701
BIG DADDYS PIZZA,0x89c686840730b73d:0x47932ec3ef16bd23,40.2655953,-75.62641409999999,4.3,78,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,Closed,Pottstown,19464
Milton's Pizza & Pasta,0x89c65b13b79e25bb:0x956f33450738599e,39.9845833,-75.8691528,3.5,127,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–23:00,11:00–22:00,Coatesville,19320
Original Italian Pizza and Restaurant,0x89cf9f034e5ce0e9:0xf26b8a1fec0860ee,41.2055188,-76.7843697,3.7,172,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–11PM,10:30AM–10PM,10:30AM–10PM,Muncy,17756
Carrazza's Italian Restaurant,0x89c49264aa119423:0x7bc81321d06a553e,41.1401405,-75.2886059,4.4,73,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,Cresco,18326
Fellinis Pizzeria White Oak,0x8834e61d64515d9f:0x67eb55360fd3fe4b,40.346983099999996,-79.8171641,3.7,148,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:00–22:00,White Oak,15131
Giuseppe's Pizzeria,0x8834c71b26d27571:0xb018c4aaf2c589a0,40.4189116,-79.6268738,4.2,86,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,00:00–21:00,Export,15632
Bella Napoli Trattoria,0x89c46a23f197dc21:0x673b50da24632686,40.7317707,-75.3122849,4.1,118,Closed,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,14:00–19:00,Nazareth,18064
Original Italian Pizza,0x89d00720a47d0c37:0xb105a289201e5dd7,41.770166499999995,-76.4208699,4.1,258,10:30AM–8PM,10:30AM–8PM,10:30AM–8PM,10:30AM–8PM,10:30AM–9PM,10:30AM–9PM,10:30AM–8PM,Towanda,18848
Sapori Italian Restaurant and Pizza,0x89c41df8f41ab48d:0xadbc779c315e84fc,40.3527191,-75.2769649,4.4,167,Closed,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,00:00–22:00,Perkasie,18944
Angelia's Italian Grille,0x8834f5f5f668685b:0xe9c7ed24d7f4c934,40.4749395,-80.0998461,4.1,254,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–11PM,11:00–23:00,11:00–22:00,McKees Rocks,15136
Lupi's Famous Pizza,0x8834f35a5c0bda53:0xe61863f203d49b6e,40.5133206,-80.0007588,3.8,133,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–11:30PM,10:30AM–11:30PM,11:30AM–9:30PM,Pittsburgh,15237
Mojo Pizza,0x89c6b467ee4eef0d:0x8a0ea8abfcc332f3,40.0421731,-75.02506749999999,3.3,58,11:00–22:00,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11AM–10:30PM,11AM–10:30PM,11AM–9:30PM,Philadelphia,19136
Pizza Pasta House II,0x89c6ba8fe2d29fc7:0xfd7e9ef4be1f142a,40.130589,-75.166338,3.7,48,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–23:00,09:00–21:00,Dresher,19025
Pizza Italia,0x89c677666b2ee8af:0xbc65119b07a852c3,40.358868,-75.909939,4.6,346,Closed,Closed,10:00–21:00,10:00–21:00,10:00–21:00,11:00–21:00,Closed,Reading,19604
Georgine's Market Place,0x89c14dea1b3467b9:0x7accab7e763f4b83,40.1046918,-74.89165849999999,4.1,48,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:00–22:00,Bristol,19007
New Napoli Pizzeria,0x89c6b1162638a0d3:0xc4924aa54b4843d1,40.0906896,-75.0924765,3.7,58,,,,,,,,Huntingdon Valley,19006
The Italian Taxi,0x89c8e28393ee2ccf:0xd114545597fba479,40.1177108,-77.189784,4.4,264,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,00:00–20:00,Mt Holly Springs,17065
Caruso's Italian Restaurant & Pizza Shop,0x89c62738b96a88ed:0xb89ade5a59814d2e,40.063501099999996,-76.4307908,4.4,306,Closed,09:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,11:00–21:00,Lancaster,17601
Ariana's Ristorante Italiano,0x89c6a4040c368e77:0xcfb22b4448b806b4,40.244625,-75.24089409999999,4.1,134,Closed,4–7:30PM,3–7:30PM,3–7:30PM,3–8:30PM,3–8:30PM,4–7:30PM,North Wales,19454
III Illiano's Pizza,0x89c6be82433bbcf9:0xa5087224554cdde8,40.093406099999996,-75.2849938,4.5,167,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,10:00–22:00,10:00–22:00,11:30AM–9PM,Conshohocken,19428
Corleones' Bar & Grill,0x8834e1c2a7d2d797:0xc431aee04b9c0b8e,40.1855438,-79.8099198,4.3,157,Closed,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,Closed,Belle Vernon,15012
Main Street Pizzeria & Grille,0x89c6afb894b2b45d:0xbdcef49f44e72feb,40.1758802,-75.12361609999999,4.1,193,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–10PM,10:30AM–10PM,11:30AM–9PM,Horsham,19044
Antonio's Pizza,0x89c894316443e3c7:0xd971018b6e2e1346,40.149119999999996,-76.74917099999999,4.5,152,11:00–21:00,Closed,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,00:00–21:00,Goldsboro,17319
Tony Roni's Pizza Drexel Hill,0x89c6c1eafd2da089:0x574364b49777d654,39.9551316,-75.32275589999999,4.3,188,Closed,10:00–21:00,10:00–21:00,10:00–21:00,10AM–9:30PM,10AM–9:30PM,11AM–8:30PM,Drexel Hill,19026
Porfirio's Pizza And Pasta II,0x406f8c0f1a05dfad:0xf31ae43512747963,40.1562604,-74.8950236,4.0,78,10:30AM–10:45PM,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–23:00,10:00–22:00,Levittown,19056
Amadeo's,0x89c4df8856320b39:0x73317df3fe1ff592,41.369119399999995,-75.7110436,4.4,173,Closed,Closed,Closed,16:00–21:00,16:00–21:00,16:00–21:00,16:00–20:00,Moosic,18507
Pasquale's Italian Restaurant,0x89cc981f98d13f41:0x44e7b56835c15d82,40.912648,-78.99739199999999,4.3,123,06:00–14:00,06:00–14:00,06:00–19:00,06:00–19:00,06:00–20:00,06:00–20:00,Closed,Punxsutawney,15767
Joe's Pizzeria and Italian Restaurant,0x89ccb3a32b429557:0x982a2589edce4aaa,41.0023055,-79.32404869999999,4.6,393,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,11:00–21:00,New Bethlehem,16242
Valenti's,0x89c518d995db98b5:0x6a5182aaa4bd80a1,41.3213444,-75.8175261,4.6,157,Closed,5–9:30PM,5–9:30PM,5–9:30PM,5–9:30PM,5–9:30PM,17:00–21:00,Exeter,18643
Oreland Pizza,0x89c6ba5c194b67ab:0x55bab708a3bedf90,40.117044,-75.18336699999999,4.3,207,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–22:00,11:00–21:00,Oreland,19075
Napoli Restaurant,0x8835aca94c7c006f:0x7f0c203c796f881d,40.212334,-80.19287589999999,4.3,412,11:00–21:00,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11:00–22:00,11:00–22:00,11:00–21:00,Washington,15301
Russo's Pizzeria,0x89c5b0c165c2607b:0x1136c52223875e3f,40.8250679,-75.87141419999999,4.2,137,Closed,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–10PM,10:30AM–10PM,11:30AM–8PM,Summit Hill,18250
Mt Gretna Pizzeria,0x89c8a74ef59fd369:0x7ca2f0652f11bc1f,40.249148999999996,-76.47079599999999,4.1,148,Closed,Closed,07:00–14:00,07:00–14:00,07:00–20:00,07:00–20:00,07:00–20:00,Mt Gretna,17064
Roberto's Pizza,0x89c8c2275a5c542b:0x62fd913eae2ab87d,40.240247,-76.918723,4.3,288,Closed,10AM–9:15PM,10AM–9:15PM,10AM–9:15PM,10AM–10:15PM,10AM–10:15PM,11AM–9:15PM,Camp Hill,17011
Peace A Pizza,0x89c6bff6ba412341:0x6e9cacfc39e28fe5,40.0249686,-75.3249062,3.1,18,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,Bryn Mawr,19010
Palermo Pizza & Italian Restaurant,0x89c63fed9a553997:0xff86196acb86d7aa,40.100482899999996,-76.0984098,4.5,778,11AM–10:30PM,11AM–10:30PM,11AM–10:30PM,11AM–10:30PM,11:00–00:00,11:00–00:00,11:00–22:00,New Holland,17557
Bambino's Pizza,0x89c157680c4bf731:0xf4c124782543d707,40.2112838,-74.7931815,4.4,108,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–11PM,10:30AM–11PM,11:30AM–10PM,Morrisville,19067
Don Giovanni's II,0x89c6b6818bf6e717:0x309dcab10c552680,40.0310864,-75.0628857,3.8,146,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–00:00,11:00–00:00,00:00–23:00,Philadelphia,19149
Brandywine Pizza,0x89c6c7d3cc682a2b:0xcb4502ee988c2ecd,39.963294999999995,-75.163146,3.2,147,Closed,5:30PM–1:45AM,5:30PM–1:45AM,5:30PM–1:45AM,5:30PM–3:45AM,5:30PM–3:45AM,5:30PM–1:45AM,Philadelphia,19130
Pizza Joe's,0x883477f9fe332df3:0x506f2ef40196262f,40.86073,-80.28210299999999,4.5,198,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,Closed,Ellwood City,16117
Mazzola's Italian Restaurante,0x89c5d66c5fe5e78d:0xbbdd513f941c844d,40.426697999999995,-75.82259599999999,4.1,187,Closed,10:30AM–8:30PM,10:30AM–8:30PM,10:30AM–8:30PM,10:30AM–9:30PM,10:30AM–9:30PM,11AM–8:30PM,Fleetwood,19522
Amici Vicinato,0x89c6bea808d7f7b9:0x47186e1184ad892,40.0914238,-75.2591882,4.1,78,11AM–8:30PM,11AM–8:30PM,11AM–8:30PM,11AM–8:30PM,11AM–9:30PM,11AM–9:30PM,12–8:30PM,Lafayette Hill,19444
O Sole Mio Restaurant,0x89c6c96fe2bf63e1:0x23f4627f2522c26e,39.9378287,-75.1482632,4.6,88,Closed,16:00–22:00,16:00–22:00,16:00–22:00,16:00–22:00,16:00–22:00,16:00–22:00,Philadelphia,19147
Dominick's Pizza Restaurant,0x89c403526755baad:0x968ba52667679747,40.3820848,-75.14678959999999,4.7,248,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:00–22:00,Doylestown,18902
Joe's Pizza (west end),0x89cfa890a82fdab9:0xc9298eb4e48c126a,41.2373361,-77.02272239999999,4.4,338,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,Closed,Williamsport,17701
Park Pizza,0x89cfa8e88ebe9fdd:0x9508132484bc218b,41.2429911,-77.0446602,4.5,265,16:00–22:00,16:00–22:00,16:00–22:00,16:00–22:00,16:00–23:00,16:00–23:00,16:00–22:00,Williamsport,17701
Elena Restaurant And Café,0x8834bdd983e849f5:0xfde11aa80b28ce9f,40.583158499999996,-79.70900619999999,4.6,178,Closed,15:00–20:00,15:00–20:00,15:00–20:00,15:00–20:00,15:00–20:00,Closed,Lower Burrell,15068
Pomodorino Pizza,0x89c41fb2aaa2a82b:0x2c4351f63428350a,40.363737199999996,-75.2967172,4.3,158,10AM–9:30PM,10AM–9:30PM,10AM–9:30PM,10AM–9:30PM,10AM–9:45PM,10AM–9:45PM,11AM–8:45PM,Perkasie,18944
Original Italian Pizza,0x89cbc635c350d163:0x8ca6036b39088798,40.2155087,-78.2440811,4.3,168,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,00:00–21:00,Saxton,16678
Original Italian Pizza,0x89cbe1ef569fcc33:0xe907d4cbb704be69,40.392183599999996,-77.9389601,4.3,57,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,Mapleton,17052
Holme Style Pizza,0x89c6b470cad2e5e3:0x3a1b4d2dcb6d0c49,40.056892,-75.027633,3.7,188,10:30AM–11:15PM,10:30AM–11:15PM,10:30AM–11:15PM,10:30AM–11:15PM,10:30AM–12:15PM,10:30AM–12:15PM,11:30AM–11:15PM,Philadelphia,19136
Enzo's Pizzeria,0x89c15327a9c7fa47:0xb27a908943fad3,40.173764999999996,-74.95450799999999,4.5,88,Closed,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–21:00,Closed,Langhorne,19047
King of Cheesy Pizza,0x89c6775856b3b557:0x2d43cdf42b50a3fa,40.336832199999996,-75.9260484,4.3,192,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,Reading,19601
Sal's Bravo Pizza of Limerick,0x89c685302d165923:0x55b02ebd5c3b437c,40.2380549,-75.5357334,4.7,324,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–20:00,Limerick,19468
booty's place,0x89c5a41ce36a1e27:0xfa51b90d235bdf74,40.9766185,-75.9772942,4.2,268,Closed,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,Closed,Hazleton,18202
C J's Pizza & Subs,0x89c51a56ece20511:0x2064d94a409a4b3b,41.245758099999996,-75.86103059999999,4.0,307,16:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–01:00,11:00–01:00,11:00–23:00,Wilkes-Barre,18702
Andy Perugino's Restaurant,0x89c51a1b452951bb:0xb68afc362330ad1,41.2795588,-75.8871163,4.3,238,Closed,16:00–20:00,16:00–20:00,16:00–20:00,16:00–21:00,16:00–21:00,Closed,Luzerne,18709
Messina's Italian Restaurant,0x89c87b9c6955b455:0x3a71d4ad336c9b48,39.7593519,-76.5906345,4.1,198,11AM–9:15PM,11AM–9:15PM,11AM–9:15PM,11AM–9:15PM,11AM–10:15PM,11AM–10:15PM,11AM–9:15PM,Stewartstown,17363
Pompei's Restaurant & Pizza,0x89c53094359ed17d:0xcce23e8d012ed4ad,41.5425614,-75.9626863,4.3,408,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–9:30PM,Tunkhannock,18657
Anthony's Pizza Of Skippack,0x89c69900bcaf5df1:0x128bb586b76572a5,40.2342742,-75.40070519999999,4.1,88,Closed,11:00–20:00,11:00–20:00,11:00–20:00,11:00–21:00,11:00–21:00,00:00–19:00,Skippack,19474
Rosanna's Restaurant,0x89c43e522f5e20eb:0x34752addb4d13da4,40.6220795,-75.3782109,4.4,258,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–21:00,Closed,Bethlehem,18018
Core de Roma,0x89c6f142e8153331:0x842fe959c7f5f72d,39.9631,-75.5997694,4.4,192,Closed,3–8:30PM,3–8:30PM,3–8:30PM,3–8:30PM,3–8:30PM,3–8:30PM,West Chester,19380
Broad Street Italian Cuisine & Pizzeria,0x89c6a18110b79771:0x6a057aca740a3701,40.3084949,-75.3217889,4.4,170,Closed,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–23:00,10:30AM–10PM,Souderton,18964
Maria's Italian Restaurant,0x8832c33900000001:0x70d91021f57c942f,41.6263122,-79.6740188,4.4,108,Closed,11AM–8:30PM,11AM–8:30PM,11AM–8:30PM,11AM–8:30PM,4–8:30PM,Closed,Titusville,16354
Bocelli Italian Restaurant,0x89c6bcbbad64a1bd:0xfd367b014093565a,40.1848932,-75.2568154,4.7,157,Closed,11:30AM–2:30PM,11:30AM–2:30PM,11:30AM–2:30PM,4:30–9:30PM,4:30–9:30PM,4–8:30PM,Gwynedd Valley,19437
Nino's Pizza & Italian Restaurant,0x89cbf585e2d8526b:0x499b13f73adaee1,40.672596,-78.23714439999999,4.3,128,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:00–21:00,Tyrone,16686
Sport's Pizza,0x89c1572ea9310aaf:0x39b1c1f32f99e03c,40.200908399999996,-74.82008119999999,4.1,138,11:00–23:00,11:00–23:00,11:00–23:00,11:00–22:00,11:00–23:00,11:00–23:00,11:00–23:00,Morrisville,19067
Ristorante La Buca,0x89c6c89d5c8151cb:0xfb9d11d32967952,39.9469845,-75.15399479999999,4.3,206,Closed,17:00–21:00,17:00–21:00,17:00–21:00,17:00–21:00,17:00–21:00,Closed,Philadelphia,19106
Marilyn's on Main,0x88353e30e76b8f43:0xc978fb9ec6b6a6d8,39.9010848,-79.7246017,4.5,236,Closed,Closed,16:00–22:00,16:00–22:00,16:00–00:00,12:00–02:00,00:00–19:00,Uniontown,15401
Tuscana Pizza & Pasta,0x89c46a2f173349af:0x9c2579a22c146363,40.732451,-75.31201999999999,4.3,188,9:30AM–10PM,9:30AM–10PM,9:30AM–10PM,9:30AM–10PM,9:30AM–10PM,9:30AM–10PM,9:30AM–10PM,Nazareth,18064
NYPD Pizza,0x89c6c628a23aa181:0xaf7680b4f1f39346,39.948944399999995,-75.15904429999999,4.3,347,10:00–20:00,10:00–20:00,10:00–20:00,10:00–20:00,10:00–20:00,10:00–20:00,10:00–20:00,Philadelphia,19107
Margarita's Pizzeria,0x89cea898f91bf4f3:0x2acb377da57db10f,40.7919847,-77.8620558,4.7,158,10:30AM–7PM,10:30AM–7PM,10:30AM–7PM,10:30AM–7PM,10:30AM–7PM,Closed,Closed,State College,16801
Infinito's Pizza Buffet,0x89c677a119382175:0xaed47433b1d90afb,40.3796609,-75.9254076,4.3,778,16:00–20:00,16:00–20:00,16:00–20:00,16:00–20:00,16:00–20:00,00:00–20:00,00:00–20:00,Reading,19605
Gianni's Pizza,0x89c6ac88f451bd83:0x486baa40e01dce8b,40.209572,-75.0113129,4.6,228,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10:30PM,10:30AM–10:30PM,10:30AM–10PM,Richboro,18954
Donna Lynn's Pizza,0x8834c17763a8fff9:0x9ea26996915b6635,40.4272651,-79.6913223,4.3,68,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,15:00–22:00,Murrysville,15668
Pizza Village IV,0x89c4407dee796495:0x7becab0aba7d90c5,40.674609499999995,-75.38711099999999,4.3,188,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–22:00,11:00–21:00,Bethlehem,18017
Claysburg Pizza,0x89cbbb5dad8be211:0xf3b967b213fdb4d5,40.2997325,-78.45322159999999,4.6,595,Closed,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,15:00–22:00,Claysburg,16625
Perry Di Pizza Man's,0x883495c0f45083e7:0x7934500e9f9b7b5d,40.5818535,-79.7115752,4.2,208,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,00:00–22:00,Lower Burrell,15068
Spello,0x8834897f43ac3751:0x12c6dfd9d4d2c670,40.6874081,-80.0564174,4.1,136,Closed,16:00–21:00,16:00–21:00,16:00–21:00,16:00–22:00,16:00–22:00,11:00–14:00,Mars,16046
Aj Bambino,0x88345db0a9218f87:0x59189c3e67e846c,40.5120633,-80.2152809,3.5,178,10:00–03:00,10:00–03:00,10:00–03:00,10:00–03:00,10:00–03:00,10:00–03:00,10:00–00:00,Coraopolis,15108
Two Guys From Italy,0x89c4b49810b05805:0xd50524a89a44ce85,41.551812299999995,-75.2277196,4.2,378,11AM–8:30PM,11AM–8:30PM,11AM–8:30PM,11AM–8:30PM,11AM–8:30PM,11AM–8:30PM,11AM–8:30PM,Honesdale,18431
Spatola's Pizza,0x89c692d4db518f49:0xd0a272867f03cc68,40.041464999999995,-75.485005,4.6,145,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–10PM,10:30AM–10PM,11:00–21:00,Paoli,19301
